,text,polarity
2576,after having to now tag my own bags at the airport i was hoping they would actually arrive with meheres hoping they arrive,neutral
2577,ill make sure hes done that thanks for the help this is a huge race for him and just trying to make sure it goes smoothly peace,neutral
2578,i had planned to book additional flights tonight but afterhrs working on one trip im worn out enoughisenough,negative
2579,so much for being here to help very disappointed in your customer service,neutral
2580,if youd love to see more girls be inspired about becoming pilots rt our free woaw event marchat abq,positive
2581,your system is down and after being on hold for overmins mia tells me she is going to charge a booking fee customer service,neutral
2582,i took a screenshot and emailed it to myself lets dm and figure this out,negative
2583,she 'ÿ   wont 'ÿ   be 'ÿ   at 'ÿ   my 'ÿ   wedding 'ÿ   this is an irreplaceable milestone theres no rebooking how can we be repaid for this,neutral
2584,brothers luggage was lost on copa airlines flighthes competing sunday for thepanamerican cross country cup please help,negative
2585,will you fill it yes they will thanks bringyourown,positive
2586,on last flight of the day no less i am now drivinghours to aspen thru a snowstorm thx to your teams lack of customer empathy,negative
2587,brothers baggage was lost on route topanamerican cross country cup championship in columbia his race is sunday please help,negative
2588,yes there were plenty of seats availableso why did vicky thomas refuse to give one to a million mile flyer,neutral
2589,funny both my flights yesterday were delayed because of mechanical issues rotten luck to getplanes in a row with issues,neutral
2590,that would have been nice earliertoday too late now i hope,positive
2591,waitingmins and counting to get through to global servicessomething going on,negative
2592,no still trying to get home,negative
2593,also your atgate monitor showedempty seats,neutral
2594,that is not what your reservations desk just told methey said there were plenty of seats,neutral
2595,very exasperating im having a difficult time with booking as the error message says youre undergoing maintenance really now,negative
2596,this flight attendant was extremely helpful to a woman who had a hard time walking very touching,negative
2597,please call me at,neutral
2598,laxm make it happen please else on a cruise with no luggage tomorrow,positive
2599,no i did not make connectionyour stellar employee vicky thomas refused to board me even thoughempty seats on plane,positive
2600,of course that was the start of my tripwks ago its gone further downhill on my return,neutral
2601,no u dont,neutral
2602,how much longer will it take it a guitar not a royal commission,positive
2603,i have a voucher that expires next week can i get an extension on it before it expires,negative
2604,sure butdifferent texts changing time amp gate especially locations across the entire concourse that just seemed a little off,positive
2605,you know what would be awesome providing us with complimentary entertainment on your flights especially those longer thanhours,positive
2606,dm sentthanks,neutral
2607,to late now but in future flights train staff better to handle emergency situations and ground staff in customer service,positive
2608,san diego to chicago leaving atam tomorrow,neutral
2609,stuck in this airporthours in standbys cuz the pilot showed up late in pjs amp i missed my connectin flight pjs i tell u nyfw,negative
2610,brian at sfo customer service deserves a raise gave me extra meal voucher and a good joke to cheer me up after flight delay ftw,positive
2611,thank you have a nice evening,positive
2612,if i wait ill lose the flight so frustrating,negative
2613,it most certainly was not,neutral
2614,its available online i just cant figure out how to do it to guarantee same flight,neutral
2615,trying to book flight wmiles was on hold for m before i gave up need to geton same flight using two diffand paytix,negative
2616,no thankstook care of it when i called,positive
